cod_aero,aeropuerto,ciudad,pais,latitud,longitud
ULAE,Mezen Airport,Mezen,Rusia ,65.87833405,44.21500015
ULAH,Vaskovo Airport,Arkhangelsk,Rusia ,64.4417038,40.42169952
UUOS,Stary Oskol Airport,Stary Oskol,Rusia ,51.329216,37.76884842
UNKM,Cheremshanka Airport,Krasnoyarsk,Rusia ,56.17699814,92.54000092
UUMU,Chkalovskiy Air Base,Shchyolkovo,Rusia ,55.8783,38.061699
UUDG,Bolshoye Gryzlovo Airfield,Stupino,Rusia ,54.785,37.645
UOTT,Turukhansk Airport,Turukhansk,Rusia ,65.79720306,87.93530273
UNIP,Podkamennaya Tunguska Airport,Bor,Rusia ,61.589699,89.994003
UNLL,Kolpashevo Airport,Kolpashevo,Rusia ,58.32529831,82.93250275
UNIT,Tura Mountain Airport,Tura,Rusia ,64.33351135,100.4328918
USHY,Beloyarskiy Airport,Beloyarsky,Rusia ,63.686901,66.698601
XLLN,Kasimovo Airfield,Saint-Petersburg,Rusia ,60.198299,30.334999
UUBC,Grabtsevo Airport,Kaluga,Rusia ,54.54999924,36.3666687
UUMO,Ostafyevo International Airport,Moscow,Rusia ,55.511667,37.507222
UHPK,Ust-Kamchatsk Airport,Ust Kamchatsk,Rusia ,56.23860168,162.6880035
UHPO,Kozyrevsk Airport,Kozyrevsk,Rusia ,56.09000015,159.8766632
UODD,Dikson Airport,Dikson,Rusia ,73.51780701,80.37966919
UUYX,Ust-Tsylma Airport,Ust-Tsylma,Rusia ,65.43729401,52.20033646
UNBG,Gorno-Altaysk Airport,Gorno-Altaysk,Rusia ,51.96670151,85.83329773
UHMI,Mys Shmidta Airport,Mys Shmidta,Rusia ,68.86830139,-179.3730011
UEMA,Moma Airport,Honuu,Rusia ,66.450861,143.261551
UEMH,Typliy Klyuch Airport,Khandyga,Rusia ,62.78900146,136.8549957
UEMM,Magan Airport,Yakutsk,Rusia ,62.103484,129.545288
YXCM,Cooma Hospital Helipad,Yuzhno-Kurilsk,Rusia ,-36.242155,149.130147
UEMT,Ust-Nera Airport,Ust-Nera,Rusia ,64.55000305,143.1150055
ULWU,Velikiy Ustyug Airport,Veliky Ustyug,Rusia ,60.78829956,46.25999832
ULPW,Sortavala Airport,Sortavala,Rusia ,61.73609924,30.67359924
UIKB,Bodaybo Airport,Bodaibo,Rusia ,57.86610031,114.2429962
UERL,Lensk Airport,Lensk,Rusia ,60.72060013,114.8259964
UHWK,Kavalerovo Airport,Kavalerovo,Rusia ,44.2726,135.029
ULOL,Velikiye Luki Airport,Velikiye Luki,Rusia ,56.3810997,30.60810089
UNNE,Yeltsovka Airport,Novosibirsk,Rusia ,55.0923996,83.00450134
UNKI,Kodinsk Airport,Kodinsk,Rusia ,58.47940063,99.09390259
UESK,Srednekolymsk Airport,Srednekolymsk,Rusia ,67.4805,153.7364
UIAR,Chara Airport,Chara,Rusia ,56.91333389,118.2699966
UWOD,Adamovka,Adamovka,Rusia ,51.5,59.936111
UWOH,Kvarkeno,Kvarkeno,Rusia ,52.078333,59.683333
UHMO,Markovo Airport,Markovo,Rusia ,64.667,170.417007
UHMS,Seymchan Airport,Seymchan,Rusia ,62.92078018,152.4227753
UESU,Zyryanka Airport,Zyryanka,Rusia ,65.7485,150.8889
UHMH,Susuman Airport,Susuman,Rusia ,62.76666641,148.1466675
UEMU,Ust-Maya Airport,Ust-Maya,Rusia ,60.35699844,134.4349976
UEEA,Aldan Airport,Aldan,Rusia ,58.60279846,125.4089966
UEMO,Olyokminsk Airport,Olekminsk,Rusia ,60.397499,120.471001
UERT,Vitim Airport,Vitim,Rusia ,59.458,112.563004
UIKE,Yerbogachen Airport,Yerbogachen,Rusia ,61.27500153,108.0299988
UENS,Suntar Airport,Suntar,Rusia ,62.18500137,117.6350021
UIUB,Bagdarin Airport,Bagdarin,Rusia ,54.36920166,113.4789963
UUBL,Semyazino Airport,Vladimir,Rusia ,56.12670135,40.31499863
URKE,Yeysk Airport,Eysk,Rusia ,46.68,38.21
UHML,Lavrentiya Airport,Lavrentiya,Rusia ,65.58000183,-170.9966736
URMS,Magas Airport,Magas,Rusia ,43.32229996,45.01259995
UIAE,Krasnokamensk Airport,Krasnokamensk,Rusia ,50.03310776,118.061142
UUYK,Vuktyl Airport,Vuktyl,Rusia ,63.82329941,57.27999878
USPT,Berezniki Airport,Berezniki,Rusia ,59.57954788,56.85768127
USDS,Tarko-Sale Airport,Tarko-Sale,Rusia ,64.93080139,77.81809998
UNKS,Achinsk Airport,Achinsk,Rusia ,56.2682991,90.57080078
UENK,Kyzyl-Syr Airport,Kyzyl-Syr,Rusia ,63.88499832,122.7770004
UENW,Vilyuisk Airport,Vilyuisk,Rusia ,63.75666809,121.6933365
UESG,Belaya Gora Airport,,Rusia ,68.556602,146.231506
UHKG,Kamenny Ruchey Naval Air Base,Sovetskaya Gavan,Rusia ,49.23570251,140.1931
UHKM,Maygatka Airport.,Sovetskaya Gavan,Rusia ,48.92699814,140.0339966
UHMF,Omsukchan Airport,Omsukchan,Rusia ,62.45700073,155.7449951
UHMG,Chaybukha Airport,Chaybukha,Rusia ,61.83499908,160.5480042
UHMK,Keperveem Airport,Keperveem,Rusia ,67.84500122,166.1399994
UHMT,Magadan-13 Airport,Magadan,Rusia ,59.62329865,150.9219971
UHNN,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Rusia ,53.154999,140.649994
UHPL,Palana Airport,Palana,Rusia ,59.08169937,159.8880005
UIBV,Zheleznogorsk Airport,Zheleznogorsk-Ilimsky,Rusia ,56.48770142,104.1060028
ULAK,Severomorsk-1 Naval Air Base,Severomorsk,Rusia ,69.03166962,33.41833115
ULLP,Pushkin Airport,St. Petersburg,Rusia ,59.685001,30.338301
ULLS,Siversky Air Base,Siversky,Rusia ,59.3567009,30.0366993
ULNR,Staraya Russa Air Base,Staraya Russa,Rusia ,57.961399,31.384399
ULPP,Peski Airport,Petrozavodsk,Rusia ,61.83194351,34.29555511
UNIS,Severo-Eniseysk Airport,Severo-Eniseysk,Rusia ,60.37329865,93.01170349
UNKO,Sharypovo Airport,Sharypovo,Rusia ,55.45491409,89.17388153
UNOS,Omsk Severny Airport,Omsk,Rusia ,54.97499847,73.55500031
UODN,Nagurskoye,Murmansk,Rusia ,80.803207,47.663586
UOIG,Svetlogorsk Airport,Svetlogorsk,Rusia ,66.83999634,88.40333557
UOOW,Valek Airport,Valek,Rusia ,69.39690399,88.35368347
URKH,Khanskaya Air Base,Maykop,Rusia ,44.68,40.035
UROD,Dudinka Airport,Dudinka,Rusia ,69.375,86.15666962
URRY,Volgodonsk Airport,,Rusia ,47.68209839,42.07279968
UUBM,Myachkovo Airport,Moscow,Rusia ,55.56000137,37.98500061
UUMT,Tretyakovo Airport,Lukhovitsy,Rusia ,54.90499878,39.02666855
UUWE,Yermolino Airport,Balabanovo,Rusia ,55.22833252,36.60833359
UUYI,Inta Airport,Inta,Rusia ,66.05483246,60.11032104
UUYV,Izhma Airport,Izhma,Rusia ,65.03170013,53.97000122
UWKG,Borisoglebskoye Airport,Kazan,Rusia ,55.86669922,49.13330078
UWKV,Zhigansk Airport,Zhigansk,Rusia ,66.79650116,123.3610001
UWUM,Maksimovka Airport,Ufa,Rusia ,54.83000183,56.16830063
UWWB,Buguruslan Severny Airport,Buguruslan,Rusia ,53.71839905,52.37189865
UWWG,Bezymyanka Airfield,Samara,Rusia ,53.22000122,50.32500076
XLLL,Soltsy-2 Air Base,Soltsy,Rusia ,58.139545,30.33042
XLMV,Severomorsk-3 Naval Air Base,Severomorsk,Rusia ,68.866669,33.716667
XLWF,Fedotovo Naval Air Base,Kipelovo,Rusia ,59.193031,39.129411
XRWL,Lebyazhye Air Base,Kamyshin,Rusia ,50.2016983,45.20830154
XUBS,Smolensk North Airport,Smolensk,Rusia ,54.824,32.025
XWPR,Rtishchevo Air Base,Rtishchevo,Rusia ,52.297317,43.7241
UHNB,Bogorodskoye Airport,Bogorodskoe,Rusia ,52.38,140.448
USDA,Sabetta International Airport,Sabetta,Rusia ,71.219167,72.052222
UNAU,Shushenskoye Airport,Shushenskoye,Rusia ,53.38499832,92.04499817
UHSN,Nogliki Airport,Nogliki,Rusia ,51.780102,143.139008
UHPX,Nikolskoye Airport,Nikolskoye,Rusia ,55.17833328,166.0483398
UHPT,Tilichiki Airport,Tilichiki,Rusia ,60.38280106,166.026001
UENN,Nyurba Airport,Nyurba,Rusia ,63.294998,118.336998
UEBS,Sakkyryr Airport,Batagay-Alyta,Rusia ,67.792,130.394
UEBT,Ust-Kuyga Airport,Ust-Kuyga,Rusia ,70.01100159,135.6450043
UENI,Verkhnevilyuisk Airport,Verkhnevilyuysk,Rusia ,63.4580574,120.269165
UHSM,Mendeleyevo Airport,Yuzhno-Kurilsk,Rusia ,43.95840073,145.6829987
USMQ,Yamburg Airport,Yamburg,Rusia ,67.986664,75.099998
UHSK,Shakhtyorsk Airport,Shakhtyorsk,Rusia ,49.1903,142.082993
UECT,Talakan Airport,Talakan,Rusia ,59.876389,111.044444
UIKM,Mama Airport,Mama,Rusia ,58.3133316,112.8899994
ULAT,Pertominsk Airport,Pertominsk,Rusia ,64.79000092,38.41999817
ULPM,Kostomuksha Airport,Kostomuksha,Rusia ,64.61799622,30.68700027
XRAP,Privolzhskiy Air Base,Astrakhan,Rusia ,46.396,47.893
UUMB,Kubinka Air Base,Kubinka,Rusia ,55.611695,36.650002
ULDA,Rogachyovo Air Base,Belaya,Rusia ,71.61669922,52.47829819
XIUW,Ulan-Ude East Airport,Ulan Ude,Rusia ,51.84999847,107.737999
ULLK,Krechevitsy Air Base,Novgorod,Rusia ,58.625,31.38500023
LZIB,M. R. Štefánik Airport,Bratislava,Eslovaquia,48.17020035,17.21269989
LZKZ,Košice Airport,Kosice,Eslovaquia,48.6631012,21.24110031
LZMC,Kuchy?a Air Base,Malacky,Eslovaquia,48.40200043,17.11840057
LZPP,Pieš?any Airport,Piestany,Eslovaquia,48.62519836,17.82839966
LZSL,Slia? Airport,Sliac,Eslovaquia,48.63779831,19.13409996
LZTN,Tren?ín Airport,Trencin,Eslovaquia,48.86500168,17.99230003
LZTT,Poprad-Tatry Airport,Poprad,Eslovaquia,49.07360077,20.24110031
LZZI,Žilina Airport,Žilina,Eslovaquia,49.23149872,18.6135006
RKJJ,Gwangju Airport,Kwangju,Corea del Sur ,35.123173,126.805444
RKJU,Jeon Ju Airport (G-703),Jhunju,Corea del Sur ,35.87808,127.119112
RKJY,Yeosu Airport,Yeosu,Corea del Sur ,34.84230042,127.6169968
RKND,Sokcho Airport,Sokch'o,Corea del Sur ,38.14260101,128.598999
RKNN,Gangneung Airport (K-18),Kangnung,Corea del Sur ,37.753601,128.943915
RKPC,Jeju International Airport,Cheju,Corea del Sur ,33.51129913,126.4929962
RKPE,Jinhae Airbase/Airport (G-813/K-10),Chinhae,Corea del Sur ,35.140248,128.696229
RKPK,Gimhae International Airport,Busan,Corea del Sur ,35.17950058,128.9380035
RKPU,Ulsan Airport,Ulsan,Corea del Sur ,35.59349823,129.352005
RKSG,A 511 Airport,Pyongtaek,Corea del Sur ,36.96220016,127.0309982
RKSM,Seoul Air Base (K-16),Seoul East,Corea del Sur ,37.444744,127.112718
RKSO,Osan Air Base,Osan,Corea del Sur ,37.090599,127.029999
RKSS,Gimpo International Airport,Seoul,Corea del Sur ,37.5583,126.791
RKSW,Suwon Airport,Suwon,Corea del Sur ,37.23939896,127.0070038
RKTH,Pohang Airport (G-815/K-3),Pohang,Corea del Sur ,35.987955,129.420383
RKTN,Daegu Airport,Taegu,Corea del Sur ,35.896872,128.65531
RKTY,Yecheon Airbase,Yechon,Corea del Sur ,36.630373,128.34971
RKSI,Incheon International Airport,Seoul,Corea del Sur ,37.46910095,126.4509964
RKJB,Muan International Airport,Muan,Corea del Sur ,34.991406,126.382814
RKJK,Kunsan Air Base,Kunsan,Corea del Sur ,35.90380096,126.6159973
RKJM,Mokpo Heliport,Mokpo,Corea del Sur ,34.75889969,126.3799973
RKNW,Wonju/Hoengseong Air Base (K-38/K-46),Wonju,Corea del Sur ,37.441201,127.963858
RKNY,Yangyang International Airport,Sokcho / Gangneung,Corea del Sur ,38.061298,128.669006
RKPS,Sacheon Air Base/Airport,Sacheon,Corea del Sur ,35.088591,128.071747
RKTU,Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,Corea del Sur ,36.717008,127.498741
RKPD,Jeongseok Airport,Seogwipo,Corea del Sur ,33.39960098,126.711998
RKTP,Seosan Air Base,Seosan,Corea del Sur ,36.703999,126.486
RKDU,N 104 Helipad,Ulleung,Corea del Sur ,37.47916667,130.8955556
RKTI,Jungwon Air Base/Chungju Airport,,Corea del Sur ,37.03024,127.886353
PABA,Barter Island LRRS Airport,Barter Island,EE.UU.,70.13400269,-143.5820007
PAWT,Wainwright Air Station,Fort Wainwright,EE.UU.,70.61340332,-159.8600006
PALU,Cape Lisburne LRRS Airport,Cape Lisburne,EE.UU.,68.87509918,-166.1100006
PPIZ,Point Lay LRRS Airport,Point Lay,EE.UU.,69.73290253,-163.0050049
VTBS,Suvarnabhumi Airport,Bangkok,Tailandia ,13.68109989,100.7470016
WAMH,Naha Airport,Naha,Indonesia ,3.683209896,125.5279999
WAWM,Andi Jemma Airport,Masamba,Indonesia ,-2.55803,120.323997
WAWS,Soroako Airport,Soroako,Indonesia ,-2.531199932,121.3580017
WAWT,Pongtiku Airport,Makale,Indonesia ,-3.044739962,119.8219986
WAWW,Wolter Monginsidi Airport,Kendari,Indonesia ,-4.081610203,122.4179993
WITB,Maimun Saleh Airport,Sabang,Indonesia ,5.874129772,95.33969879
WICM,Cibeureum Airport,Tasikmalaya,Indonesia ,-7.346600056,108.2460022
WARI,Iswahyudi Airport,Madiun,Indonesia ,-7.615769863,111.4339981
WARA,Abdul Rachman Saleh Airport,Malang,Indonesia ,-7.926559925,112.7149963
WICB,Budiarto Airport,Tangerang,Indonesia ,-6.293171,106.57
WICC,Husein Sastranegara International Airport,Bandung,Indonesia ,-6.900629997,107.5759964
WICD,Penggung Airport,Cirebon,Indonesia ,-6.756140232,108.5400009
WARJ,Adi Sutjipto International Airport,Yogyakarta,Indonesia ,-7.788179874,110.4319992
WIHL,Tunggul Wulung Airport,Cilacap,Indonesia ,-7.645060062,109.0339966
WIHP,Pondok Cabe Air Base,Jakarta,Indonesia ,-6.336959839,106.7649994
WARS,Achmad Yani Airport,Semarang,Indonesia ,-6.97273,110.375
WIDD,Hang Nadim International Airport,Batam,Indonesia ,1.121029973,104.1190033
WIOD,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia ,-2.74571991,107.7549973
WIPK,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia ,-2.162199974,106.1389999
WIDN,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia ,0.922683001,104.5319977
WIDS,Dabo Airport,Singkep,Indonesia ,-0.479189008,104.5790024
WAOO,Syamsudin Noor Airport,Banjarmasin,Indonesia ,-3.442359924,114.7630005
WAOC,Batu Licin Airport,Batu Licin,Indonesia ,-3.412410021,115.9950027
WAOI,Iskandar Airport,Pangkalan Bun,Indonesia ,-2.705199957,111.6729965
WAOP,Tjilik Riwut Airport,Palangkaraya,Indonesia ,-2.225130081,113.9430008
WATC,Maumere(Wai Oti) Airport,Maumere,Indonesia ,-8.640649796,122.2369995
WATE,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia ,-8.849289894,121.6610031
WATG,Frans Sales Lega Airport,Ruteng,Indonesia ,-8.597009659,120.4769974
WATT,El Tari Airport,Kupang,Indonesia ,-10.17160034,123.6709976
WATO,Komodo Airport,Labuhan Bajo,Indonesia ,-8.48666,119.889
WALL,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia ,-1.268270016,116.8939972
WALR,Juwata Airport,Taraken,Indonesia ,3.326667,117.569444
WALS,Temindung Airport,Samarinda,Indonesia ,-0.484530985,117.1569977
WALT,Tanjung Santan Airport,Tanjung Santan,Indonesia ,-0.092973001,117.4530029
WADA,Selaparang Airport,Mataram,Indonesia ,-8.560709953,116.0950012
WADB,Muhammad Salahuddin Airport,Bima,Indonesia ,-8.539649963,118.6869965
WADW,Umbu Mehang Kunda Airport,Waingapu,Indonesia ,-9.66922,120.302002
WARR,Juanda International Airport,Surabaya,Indonesia ,-7.379829884,112.7870026
WARQ,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia ,-7.516089916,110.7570038
PHTO,Hilo International Airport,Hilo,EE.UU.,19.72139931,-155.0480042
VTCC,Chiang Mai International Airport,Chiang Mai,Tailandia ,18.76679993,98.96260071
VTCT,Chiang Rai International Airport,Chiang Rai,Tailandia ,19.95229912,99.88289642
VTSF,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Tailandia ,8.539620399,99.94470215
VTUQ,Nakhon Ratchasima Airport,Nakhon Ratchasima,Tailandia ,14.94950008,102.3130035
VTUW,Nakhon Phanom Airport,Nakhon Phanom,Tailandia ,17.38380051,104.6429977
VTUU,Ubon Ratchathani Airport,Ubon Ratchathani,Tailandia ,15.25129986,104.8700027
VTUK,Khon Kaen Airport,Khon Kaen,Tailandia ,16.46660042,102.7839966
VTPO,Sukhothai Airport,Sukhothai,Tailandia ,17.23800087,99.81819916
WADD,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia ,-8.748169899,115.1669998
LGAV,Eleftherios Venizelos International Airport,Athens,Grecia ,37.93640137,23.94449997
RJGG,Chubu Centrair International Airport,Nagoya,Japón ,34.85839844,136.8049927
RJBE,Kobe Airport,Kobe,Japón ,34.63280106,135.223999
KORL,Orlando Executive Airport,Orlando,EE.UU.,28.5455,-81.332901
PABT,Bettles Airport,Bettles,EE.UU.,66.91390228,-151.529007
PACL,Clear Airport,Clear Mews,EE.UU.,64.301201,-149.119995
PAIM,Indian Mountain LRRS Airport,Indian Mountains,EE.UU.,65.99279785,-153.7039948
PFYU,Fort Yukon Airport,Fort Yukon,EE.UU.,66.57150269,-145.25
PASV,Sparrevohn LRRS Airport,Sparrevohn,EE.UU.,61.09740067,-155.5740051
PAFR,Bryant Army Heliport,Fort Richardson,EE.UU.,61.26639938,-149.6529999
EVLA,Liep?ja International Airport,Liepaja,Letonia ,56.51750183,21.09690094
EVRA,Riga International Airport,Riga,Letonia ,56.92359924,23.97109985
EYSA,Šiauliai International Airport,Siauliai,Lituania ,55.89390182,23.39500046
EYSB,Barysiai Airport,Barysiai,Lituania ,56.0705986,23.55809975
EYKA,Kaunas International Airport,Kaunas,Lituania ,54.96390152,24.08480072
EYKS,S. Darius and S. Gir?nas Airfield,Kaunas,Lituania ,54.879799,23.8815
EYPA,Palanga International Airport,Palanga,Lituania ,55.97320175,21.09390068
EYVI,Vilnius International Airport,Vilnius,Lituania ,54.634102,25.285801
EYPP,Panev?žys Air Base,Panevezys,Lituania ,55.72940063,24.46080017
UDYE,Erebuni Airport,Yerevan,Armenia ,40.12210083,44.46500015
UDLS,Stepanavan Airport,Stepanavan,Armenia ,41.04850006,44.33720016
UDYZ,Zvartnots International Airport,Yerevan,Armenia ,40.14730072,44.39590073
UDSG,Gyumri Shirak Airport,Gyumri,Armenia ,40.75040054,43.85929871
HHSB,Assab International Airport,Assab,Eritrea ,13.07180023,42.64500046
HHAS,Asmara International Airport,Asmara,Eritrea ,15.29189968,38.91070175
HHMS,Massawa International Airport,Massawa,Eritrea ,15.67000008,39.37009811
PATL,Tatalina LRRS Airport,Tatalina,EE.UU.,62.89440155,-155.977005
UGSB,Batumi International Airport,Batumi,Georgia ,41.61029816,41.59970093
UGKO,Kopitnari Airport,Kutaisi,Georgia ,42.17670059,42.48260117
UGTB,Tbilisi International Airport,Tbilisi,Georgia ,41.6692009,44.95470047
OYRN,Mukalla International Airport,Mukalla,Yemen ,14.66259956,49.375
OYTZ,Ta'izz International Airport,Taiz,Yemen ,13.68599987,44.13909912
OYHD,Hodeidah International Airport,Hodeidah,Yemen ,14.75300026,42.97629929
OYAA,Aden International Airport,Aden,Yemen ,12.8295002,45.02880096
OYAT,Ataq Airport,Ataq,Yemen ,14.55130005,46.82619858
OYGD,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen ,16.19169998,52.17499924
OYSN,Sana'a International Airport,Sanaa,Yemen ,15.47630024,44.21969986
OYBN,Beihan Airport,Beihan,Yemen ,14.78199959,45.7201004
OYSQ,Socotra International Airport,Socotra,Yemen ,12.63070011,53.90579987
OYBA,Al Badie Airport,Al Badie,Yemen ,18.71929932,50.8368988
EDJA,Memmingen Allgau Airport,Memmingen,Alemania ,47.98880005,10.23950005
LTAZ,Nev?ehir Kapadokya Airport,Nevsehir,Turquía ,38.7719,34.5345
SAEZ,Ministro Pistarini International Airport,Buenos Aires,Argentina ,-34.8222,-58.5358
ORER,Erbil International Airport,Erbil,Irak ,36.23759842,43.96319962
YEML,Emerald Airport,Emerald,Australia ,-23.56749916,148.1790009
LGAT,Athen Helenikon Airport,Athens,Grecia ,37.893299,23.726101
RJBB,Kansai International Airport,Osaka,Japón ,34.4272995,135.2440033
PACZ,Cape Romanzof LRRS Airport,Cape Romanzof,EE.UU.,61.78030014,-166.0390015
RPVT,Tagbilaran Airport,Tagbilaran,Filipinas ,9.665442,123.853533
BGJN,Ilulissat Airport,Ilulissat,Groenlandia ,69.24320221,-51.05709839
BGCH,Qasigiannguit Heliport,Qasigiannguit,Groenlandia ,68.82281555,-51.17344737
BGAA,Aasiaat Airport,Aasiaat,Groenlandia ,68.72180176,-52.78469849
LEPA,Palma De Mallorca Airport,Palma de Mallorca,España ,39.55170059,2.738810062
YPDN,Darwin International Airport,Darwin,Australia ,-12.41469955,130.8769989
VTSB,Surat Thani Airport,Surat Thani,Tailandia ,9.132599831,99.13559723
KBED,Laurence G Hanscom Field,Bedford,EE.UU.,42.47000122,-71.28900146
LMMG,Xewkija Heliport,Gozo,Malta ,36.027199,14.2728
PASN,St Paul Island Airport,St. Paul Island,EE.UU.,57.16730118,-170.2200012
PAEH,Cape Newenham LRRS Airport,Cape Newenham,EE.UU.,58.64640045,-162.0630035
PAPB,St George Airport,Point Barrow,EE.UU.,56.57830048,-169.6620026
PAIL,Iliamna Airport,Iliamna,EE.UU.,59.75439835,-154.9109955
YAYE,Ayers Rock Connellan Airport,Uluru,Australia ,-25.1861,130.975998
PAPM,Platinum Airport,Port Moller,EE.UU.,59.01139832,-161.8200073
PABM,Big Mountain Airport,Big Mountain,EE.UU.,59.36119843,-155.2590027
WMPR,LTS Pulau Redang Airport,Redang,Malasia ,5.76527977,103.0070038
KOSC,Oscoda Wurtsmith Airport,Oscoda,EE.UU.,44.451599,-83.394096
KOAR,Marina Municipal Airport,Fort Ord,EE.UU.,36.68190002,-121.762001
KMHR,Sacramento Mather Airport,Sacramento,EE.UU.,38.55390167,-121.2979965
KBYS,Bicycle Lake Army Air Field,Fort Irwin,EE.UU.,35.2804985,-116.6299973
KNXP,Twentynine Palms (Self) Airport,Twenty Nine Palms,EE.UU.,34.2961998,-116.1620026
KFSM,Fort Smith Regional Airport,Fort Smith,EE.UU.,35.33660126,-94.36740112
PAMR,Merrill Field,Anchorage,EE.UU.,61.21350098,-149.8439941
KGNT,Grants-Milan Municipal Airport,Grants,EE.UU.,35.16730118,-107.9020004
KPNC,Ponca City Regional Airport,Ponca City,EE.UU.,36.73199844,-97.09980011
KSVN,Hunter Army Air Field,Hunter Aaf,EE.UU.,32.00999832,-81.14569855
MGTK,Mundo Maya International Airport,Flores,Guatemala ,16.91379929,-89.86640167
KGFK,Grand Forks International Airport,Grand Forks,EE.UU.,47.949299,-97.176102
KNSE,Whiting Field Naval Air Station - North,Milton,EE.UU.,30.7241993,-87.02189636
PHHN,Hana Airport,Hana,EE.UU.,20.79560089,-156.0140076
KPRC,Ernest A. Love Field,Prescott,EE.UU.,34.65449905,-112.4199982
KTTN,Trenton Mercer Airport,Trenton,EE.UU.,40.27669907,-74.81349945
ZJSY,Sanya Phoenix International Airport,Sanya,China ,18.30290031,109.4120026
NZMF,Milford Sound Airport,Milford Sound,Nueva Zelanda ,-44.6733017,167.9230042
ZPLJ,Lijiang Airport,Lijiang,China ,26.68000031,100.2460022
